file,subject,session,trial,detected,latency_s,is_clean,artifact_max_uV
sess02_subj02_EEG_MI.mat,2,2,9,True,0.6000000000000001,True,158.5
sess02_subj02_EEG_MI.mat,2,2,10,True,0.6000000000000001,True,423.29998779296875
sess02_subj02_EEG_MI.mat,2,2,11,True,0.5,True,152.10000610351562
sess02_subj02_EEG_MI.mat,2,2,12,True,0.6000000000000001,True,499.8999938964844
sess02_subj02_EEG_MI.mat,2,2,13,True,0.6000000000000001,True,372.1000061035156
sess02_subj02_EEG_MI.mat,2,2,14,True,0.3500000000000001,True,401.29998779296875
sess02_subj02_EEG_MI.mat,2,2,15,False,nan,True,341.6000061035156
sess02_subj02_EEG_MI.mat,2,2,16,False,nan,True,381.70001220703125
sess02_subj02_EEG_MI.mat,2,2,17,True,0.6000000000000001,True,377.5
sess02_subj02_EEG_MI.mat,2,2,18,True,0.5,True,413.3999938964844
sess02_subj02_EEG_MI.mat,2,2,19,True,0.3999999999999999,True,361.79998779296875
sess02_subj02_EEG_MI.mat,2,2,20,True,0.6000000000000001,True,375.29998779296875
sess02_subj02_EEG_MI.mat,2,2,21,True,0.6000000000000001,True,336.5
sess02_subj02_EEG_MI.mat,2,2,22,False,nan,True,374.79998779296875
sess02_subj02_EEG_MI.mat,2,2,23,True,0.4500000000000002,True,273.29998779296875
sess02_subj02_EEG_MI.mat,2,2,24,False,nan,True,194.89999389648438
sess02_subj02_EEG_MI.mat,2,2,25,False,nan,True,485.70001220703125
sess02_subj02_EEG_MI.mat,2,2,26,False,nan,True,375.79998779296875
sess02_subj02_EEG_MI.mat,2,2,27,True,0.3500000000000001,True,153.3000030517578
sess02_subj02_EEG_MI.mat,2,2,28,False,nan,True,188.0
sess02_subj02_EEG_MI.mat,2,2,29,False,nan,True,148.39999389648438
sess02_subj02_EEG_MI.mat,2,2,30,True,0.6000000000000001,True,341.20001220703125
